Date,City,ExpenseType,Amount,
11/24/2014,Nashik,India,Bills,24459
3/16/2014,Nohar,India,Bills,293685
10/15/2013,Nautanwa,India,Food,137672
9/25/2014,Orai,India,Grocery,249770
2/18/2014,Visnagar,India,Entertainment,16795
12/10/2013,Sojat,India,Entertainment,63662
9/30/2014,Machilipatnam,India,Food,42075
3/13/2015,Unjha,India,Grocery,6546
11/10/2014,Laharpur,India,Bills,38840
10/25/2013,Surat,India,Bills,153917
9/18/2014,Mandideep,India,Grocery,192681
3/11/2014,Sankarankoil,India,Food,207312
5/20/2014,Nahan,India,Entertainment,274355
4/14/2015,Rudauli,India,Food,241627
6/19/2014,Jatani,India,Fuel,147886
12/24/2014,Shahpur,India,Bills,80800
7/24/2014,Nawanshahr,India,Entertainment,178266
12/17/2014,Radhanpur,India,Entertainment,139029
6/17/2014,Jaggaiahpet,India,Grocery,27516
12/17/2013,Panvel,India,Bills,262749
4/23/2014,Diphu,India,Fuel,140817
7/12/2014,Ramnagar,India,Bills,267207
2/28/2015,Santipur,India,Grocery,278102
4/29/2015,Lunglei,India,Grocery,205161
11/16/2014,Memari,India,Grocery,43265
2/28/2015,Kurnool,India,Entertainment,59642
6/19/2014,Vrindavan,India,Food,169673
3/30/2014,Uchgaon,India,Grocery,6576
10/12/2013,Ujhani,India,Food,188360
5/15/2014,Yamunanagar,India,Bills,40985
3/27/2014,Ladwa,India,Food,284102
7/14/2014,Pihani,India,Entertainment,4326
5/11/2015,Sardarshahar,India,Fuel,76529
1/18/2015,Meerut,India,Entertainment,214700
2/11/2015,Visnagar,India,Food,37028
3/12/2015,Shikarpur Bulandshahr,India,Grocery,200939
2/24/2014,Chandigarh,India,Food,296595
4/21/2015,Kurnool,India,Entertainment,100013
11/23/2014,Mira-Bhayandar,India,Bills,252927
10/11/2013,Palghar,India,Food,269335
4/11/2014,Macherla,India,Bills,201168
12/24/2014,Tanuku,India,Entertainment,112862
3/17/2014,Habra,India,Food,75265
5/20/2014,Padra,India,Bills,108662
3/21/2015,Rayachoti,India,Entertainment,83818
11/28/2013,Koratla,India,Bills,94554
9/17/2014,Bengaluru,India,Food,113976
10/13/2013,Bhilwara,India,Food,169474
4/15/2014,Silchar,India,Fuel,260304
12/15/2013,Attingal,India,Bills,26601
9/19/2014,Allahabad,India,Bills,75904
8/22/2014,Tonk,India,Entertainment,42580
6/13/2014,Araria,India,Bills,211896
1/20/2014,Amravati,India,Bills,265206
12/20/2013,Thiruvallur,India,Grocery,67008
5/29/2014,Karwar,India,Food,95821
8/28/2014,Raipur,India,Bills,84238
12/15/2014,Upleta,India,Food,205125
6/21/2014,Mavoor,India,Entertainment,47547
1/12/2015,Sitamarhi,India,Fuel,299218
6/16/2014,Markapur,India,Entertainment,166147
12/30/2014,Vatakara,India,Entertainment,138714
4/21/2015,Jhumri Tilaiya,India,Fuel,91635
2/25/2014,Kendrapara,India,Fuel,89979
9/13/2014,Chaibasa,India,Food,66582
4/25/2015,Veraval,India,Entertainment,34723
3/31/2014,Mancherial,India,Grocery,69523
8/20/2014,Ottappalam,India,Entertainment,17651
2/24/2014,Porbandar,India,Bills,212750
5/13/2014,Naila Janjgir,India,Entertainment,53664
6/20/2014,Shahade,India,Entertainment,236286
11/27/2014,Mankachar,India,Bills,235864
3/21/2015,Tanda,India,Entertainment,18544
12/16/2013,Uthamapalayam,India,Entertainment,4030
10/21/2013,Rosera,India,Fuel,143257
10/20/2013,Hyderabad,India,Bills,172571
4/18/2015,Parvathipuram,India,Bills,258426
12/31/2013,Pandhurna,India,Bills,224307
8/18/2014,Malpura,India,Bills,56319
11/26/2014,Wai,India,Grocery,159387
1/29/2015,Shoranur,India,Entertainment,81289
10/12/2014,Udaipur,India,Grocery,98525
7/17/2014,Gokak,India,Fuel,245613
10/29/2014,Sitamarhi,India,Fuel,229403
1/20/2015,Bhiwani,India,Grocery,9719
6/12/2014,Murshidabad,India,Food,1018
1/26/2014,Murtijapur,India,Grocery,162688
11/12/2013,Maddur,India,Grocery,217230
8/24/2014,Lingsugur,India,Entertainment,189085
9/29/2014,Sandila,India,Entertainment,126782
2/12/2014,Dalli-Rajhara,India,Bills,275497
12/23/2014,Pali,India,Entertainment,197265
5/11/2014,Jamnagar,India,Food,275614
2/11/2015,Brahmapur,India,Food,91909
5/27/2014,Nabha,India,Grocery,108235
9/29/2014,Talcher,India,Grocery,144979
1/17/2014,Tiruppur,India,Food,16473
8/15/2014,Vellore,India,Bills,256179
4/21/2015,Sangaria,India,Food,21176
12/17/2013,Patratu,India,Fuel,16492
3/28/2015,Kharar,India,Fuel,29050
1/14/2015,Eluru,India,Bills,67901
7/14/2014,Sonepur,India,Entertainment,144563
9/12/2014,Valparai,India,Fuel,68467
10/19/2013,Sangaria,India,Food,184347
8/18/2014,Naharlagun,India,Bills,125915
5/16/2014,Tumkur,India,Entertainment,181842
7/15/2014,Navsari,India,Food,223204
7/25/2014,Dimapur,India,Fuel,47101
8/20/2014,Thirumangalam,India,Bills,287087
4/23/2014,Lanka,India,Bills,201385
3/14/2015,Kharagpur,India,Fuel,225142
1/24/2014,Sanand,India,Grocery,194009
9/15/2014,Shikohabad,India,Grocery,227664
5/22/2014,Sherghati,India,Grocery,126320
2/11/2014,Chaibasa,India,Bills,228701
12/17/2013,Sohna,India,Food,227511
5/17/2014,Sikandra Rao,India,Food,81402
12/25/2014,Lucknow,India,Food,2993
11/15/2014,Maihar,India,Fuel,230522
12/15/2014,Laharpur,India,Fuel,238379
2/27/2014,Moga,India,Bills,197031
10/31/2014,Hardoi,India,Grocery,220788
1/10/2014,Akola,India,Fuel,57038
12/12/2014,Revelganj,India,Entertainment,153626
2/16/2015,Sherkot,India,Grocery,17853
12/28/2014,Sardhana,India,Entertainment,53300
4/18/2015,Motihari,India,Food,113102
7/20/2014,Nanded-Waghala,India,Entertainment,174695
4/19/2014,Achalpur,India,Fuel,138246
3/29/2014,Perumbavoor,India,Entertainment,222244
11/21/2013,Tandur,India,Entertainment,245041
5/15/2014,Attingal,India,Fuel,91665
1/14/2014,Malpura,India,Grocery,168132
5/24/2015,Sagar,India,Fuel,58557
10/14/2013,Pandua,India,Fuel,72988
3/27/2014,Sonepur,India,Entertainment,5877
4/19/2014,Shahdol,India,Entertainment,190237
11/21/2014,Mandsaur,India,Food,80661
2/16/2015,Lunawada,India,Entertainment,250648
8/25/2014,Nokha,India,Grocery,246097
9/10/2014,Shahpur,India,Bills,4775
5/12/2015,Paithan,India,Grocery,215167
12/30/2014,Maihar,India,Bills,101551
2/20/2014,Shahjahanpur,India,Entertainment,189273
7/25/2014,Udaipur,India,Fuel,160517
10/17/2013,Ahmedabad,India,Grocery,282499
10/24/2014,Pinjore,India,Food,181201
3/25/2015,Tilda Newra,India,Grocery,164476
7/14/2014,Ramnagar,India,Grocery,41169
2/26/2015,Gokak,India,Fuel,262362
2/18/2015,Morena,India,Fuel,260508
6/11/2014,Saunda,India,Grocery,249905
11/15/2014,Dumraon,India,Fuel,94579
7/15/2014,Jamshedpur,India,Grocery,219550
7/28/2014,Talode,India,Food,219759
5/14/2015,Shahpura,India,Grocery,159067
6/26/2014,Paravoor,India,Food,69932
3/21/2014,Puri,India,Entertainment,59433
8/28/2014,Savner,India,Fuel,243954
11/29/2013,Kalyan-Dombivali,India,Entertainment,199921
10/16/2014,Mandya,India,Bills,90591
1/31/2015,Osmanabad,India,Grocery,185079
10/22/2013,Ramganj Mandi,India,Grocery,61831
10/12/2014,Nasirabad,India,Food,99597
10/29/2014,Panipat,India,Entertainment,282220
2/16/2014,Bhilai Nagar,India,Fuel,17073
5/20/2014,Rajampet,India,Grocery,196022
4/27/2014,Rajagangapur,India,Fuel,146550
11/26/2014,Begusarai,India,Entertainment,195973
12/26/2013,Shrigonda,India,Food,44395
6/24/2014,Mahnar Bazar,India,Bills,277467
5/19/2015,Byasanagar,India,Food,31453
3/27/2015,Shahpura,India,Bills,48131
7/24/2014,Savanur,India,Fuel,176795
4/29/2014,Sindhnur,India,Bills,70614
12/30/2013,Jamui,India,Bills,151439
11/23/2013,Gurgaon,India,Grocery,130819
6/14/2014,Salur,India,Food,139987
10/21/2013,Shahabad Rampur,India,Entertainment,3284
12/29/2013,Allahabad,India,Grocery,251814
12/19/2013,Jammu,India,Entertainment,248350
4/27/2015,Rampura Phul,India,Bills,129403
10/21/2013,Thrissur,India,Bills,108656
6/30/2014,Khanna,India,Fuel,158576
9/21/2014,Nellikuppam,India,Food,291333
1/14/2014,Khanna,India,Fuel,84001
12/18/2013,Silchar,India,Food,10288
10/26/2013,Ranavav,India,Entertainment,181754
6/22/2014,Charkhi Dadri,India,Grocery,285131
2/27/2014,Bikaner,India,Entertainment,299673
1/25/2014,Gangarampur,India,Food,146464
3/31/2014,Musabani,India,Grocery,84505
3/15/2015,Dhamtari,India,Grocery,1416
1/14/2014,Pithoragarh,India,Grocery,205682
10/11/2014,Bodhan,India,Food,119548
12/24/2014,Alwar,India,Entertainment,223936
7/13/2014,Sumerpur,India,Entertainment,132762
2/24/2015,Ashok Nagar,India,Fuel,208606
11/28/2014,Yanam,India,Bills,125739
11/27/2014,Sambalpur,India,Food,220708
8/15/2014,Shahpur,India,Entertainment,15336
1/10/2015,Gooty,India,Entertainment,155471
6/26/2014,Mahe,India,Bills,23222
2/17/2014,Hyderabad,India,Food,46844
5/16/2015,Vadalur,India,Grocery,280249
4/10/2014,Lalsot,India,Food,137461
5/23/2014,Palakkad,India,Bills,203036
1/21/2014,Malur,India,Grocery,3734
2/12/2014,Nathdwara,India,Bills,40405
5/24/2015,Jammu,India,Grocery,91841
12/19/2014,Lalitpur,India,Fuel,3482
5/20/2015,Makrana,India,Grocery,102289
10/14/2014,Indore,India,Food,208682
1/17/2015,Palghar,India,Entertainment,213498
1/27/2015,Vadnagar,India,Grocery,76163
10/10/2013,Kothagudem,India,Bills,163997
3/30/2015,Vedaranyam,India,Grocery,94406
1/12/2015,Tarikere,India,Fuel,71396
3/25/2014,Sultanpur,India,Entertainment,59144
3/29/2014,Zunheboto,India,Grocery,298567
9/12/2014,Udaipurwati,India,Grocery,290495
12/26/2013,Amalapuram,India,Bills,113126
4/27/2015,Virudhachalam,India,Bills,63000
7/16/2014,Gobichettipalayam,India,Bills,139447
11/24/2014,Bengaluru,India,Bills,97311
5/22/2014,Sumerpur,India,Bills,201699
7/17/2014,Jalandhar,India,Grocery,249715
3/27/2014,Bhuj,India,Entertainment,79607
4/27/2014,Jodhpur,India,Food,232184
3/28/2015,Bodhan,India,Food,202221
11/13/2013,Sumerpur,India,Fuel,22889
1/18/2014,Palwancha,India,Fuel,7741
4/27/2014,Tilhar,India,Entertainment,12688
2/20/2015,Ratlam,India,Bills,93278
8/30/2014,Batala,India,Bills,244774
12/24/2014,Tilda Newra,India,Grocery,153671
5/13/2014,Nanded-Waghala,India,Fuel,50999
11/26/2013,Shahjahanpur,India,Bills,50679
8/11/2014,Barpeta,India,Bills,270879
12/20/2014,Tharad,India,Food,120276
7/15/2014,Mahemdabad,India,Food,83271
12/14/2013,Nasirabad,India,Grocery,286277
10/15/2013,Paramakudi,India,Food,282442
5/21/2015,Tiruchendur,India,Grocery,263547
3/20/2015,English Bazar,India,Entertainment,61694
3/24/2014,Kozhikode,India,Bills,88828
1/27/2014,Vidisha,India,Grocery,52382
10/31/2014,Amreli,India,Grocery,20950
3/10/2014,Bhiwani,India,Entertainment,7127
1/10/2014,Simdega,India,Entertainment,5180
1/24/2015,Santipur,India,Entertainment,103573
12/17/2014,Latur,India,Food,22922
5/13/2015,Una,India,Fuel,280618
11/20/2013,Umarkhed,India,Food,148809
10/13/2014,Ramagundam,India,Fuel,33171
4/25/2015,Petlad,India,Entertainment,110866
9/22/2014,Khair,India,Fuel,110960
8/31/2014,Punch,India,Grocery,228694
5/10/2014,Pakaur,India,Entertainment,141621
11/26/2014,Diphu,India,Bills,208203
2/26/2015,Mehkar,India,Entertainment,124483
8/23/2014,Pratapgarh,India,Fuel,97539
4/10/2014,Chaibasa,India,Grocery,68823
4/16/2014,Jorhat,India,Grocery,153551
3/20/2015,Thana Bhawan,India,Grocery,270484
1/16/2015,Nawapur,India,Food,187700
5/31/2014,Sankeshwara,India,Entertainment,69723
11/29/2014,Pandhurna,India,Entertainment,154515
8/11/2014,Sagar,India,Entertainment,215136
5/16/2014,Rampur,India,Bills,253456
6/25/2014,Pudukkottai,India,Entertainment,114823
3/24/2015,Machilipatnam,India,Fuel,229433
4/29/2015,Mihijam,India,Bills,151254
10/20/2013,Habra,India,Bills,181452
6/16/2014,Hazaribag,India,Bills,185590
9/17/2014,Zira,India,Bills,294291
8/26/2014,Kadapa,India,Grocery,298654
9/11/2014,Vrindavan,India,Bills,202527
12/25/2014,Mahuva,India,Entertainment,232414
5/23/2014,Solan,India,Food,2910
5/12/2014,Sankarankoil,India,Entertainment,87960
12/17/2014,Pappinisseri,India,Food,1647
4/29/2015,Warisaliganj,India,Bills,93246
11/29/2013,Nasirabad,India,Food,194679
3/20/2014,Warangal,India,Entertainment,238413
4/19/2015,Sujangarh,India,Grocery,265399
2/15/2015,Sitamarhi,India,Food,171999
6/22/2014,Shahade,India,Entertainment,233074
5/31/2014,Jhumri Tilaiya,India,Bills,108391
8/17/2014,Virudhunagar,India,Fuel,220333
1/16/2014,Tandur,India,Food,104026
1/11/2014,Kodungallur,India,Entertainment,22037
3/15/2014,Tamluk,India,Bills,244318
5/19/2015,Tirur,India,Entertainment,26094
2/13/2014,Thana Bhawan,India,Entertainment,24643
2/22/2014,Nakodar,India,Entertainment,126688
5/25/2015,Kharagpur,India,Bills,115992
4/23/2014,Naihati,India,Bills,156284
6/30/2014,Meerut,India,Entertainment,120547
7/11/2014,Gurgaon,India,Fuel,82433
4/20/2014,Samana,India,Entertainment,22776
4/13/2015,Darbhanga,India,Fuel,80519
11/11/2014,Baramula,India,Grocery,53288
11/12/2014,Jaggaiahpet,India,Food,281654
9/20/2014,Sambhal,India,Fuel,128791
12/10/2014,Sirsa,India,Fuel,97087
12/28/2013,Nilambur,India,Grocery,265343
1/25/2015,Shahabad Hardoi,India,Fuel,235757
2/27/2015,Rae Bareli,India,Entertainment,288526
1/15/2015,Sidhi,India,Food,265474
10/21/2013,Mokokchung,India,Grocery,293776
12/12/2013,Pandhurna,India,Entertainment,68420
6/19/2014,Palanpur,India,Food,290790
2/28/2015,Batala,India,Grocery,16377
1/23/2014,Tamluk,India,Bills,203693
12/24/2013,Rampurhat,India,Bills,226449
9/28/2014,Palasa Kasibugga,India,Food,111392
12/23/2014,Suar,India,Entertainment,148960
10/16/2014,Madanapalle,India,Entertainment,233535
12/23/2014,Theni Allinagaram,India,Bills,88383
3/30/2015,Mungeli,India,Grocery,75523
8/17/2014,Thiruvarur,India,Fuel,234911
12/20/2013,Savanur,India,Entertainment,205421
12/11/2014,Gudivada,India,Food,240115
2/27/2014,Marmagao,India,Food,93122
8/25/2014,Tanda,India,Grocery,149145
2/25/2015,Jorhat,India,Food,141082
4/14/2015,Saunda,India,Bills,288210
4/15/2015,Kochi,India,Grocery,238857
2/15/2015,Sahaswan,India,Fuel,188008
12/21/2013,Hajipur,India,Bills,245750
1/17/2015,Miryalaguda,India,Food,112301
1/11/2015,Simdega,India,Entertainment,154730
3/12/2014,Sardhana,India,Grocery,97794
11/17/2013,Arambagh,India,Food,72537
5/17/2015,Manwath,India,Grocery,30190
4/14/2014,Nawapur,India,Grocery,143558
10/19/2013,Malappuram,India,Entertainment,87942
10/14/2014,Chirmiri,India,Grocery,231106
5/30/2014,Durg,India,Grocery,99973
5/20/2014,Aurangabad,India,Entertainment,108274
10/23/2014,Ponnur,India,Entertainment,18527
1/13/2014,Jatani,India,Fuel,161118
11/18/2014,Chatra,India,Grocery,199710
3/13/2014,Puttur,India,Food,119326
10/13/2014,Panvel,India,Fuel,177134
4/15/2015,Rayadurg,India,Bills,149492
8/29/2014,Vikramasingapuram,India,Fuel,164625
2/16/2014,Tirukalukundram,India,Grocery,14683
1/21/2014,Hapur,India,Food,136093
1/20/2014,Tirukkoyilur,India,Fuel,92630
12/23/2014,Dibrugarh,India,Grocery,286299
5/10/2014,Phulabani,India,Entertainment,297048
3/31/2014,Lanka,India,Bills,281179
2/11/2014,Muktsar,India,Fuel,255773
10/31/2013,Periyasemur,India,Fuel,84988
3/25/2015,Bhilwara,India,Food,60569
10/16/2014,Mattannur,India,Food,222972
4/19/2015,Deoghar,India,Food,250666
1/17/2015,Osmanabad,India,Bills,80015
3/10/2015,Raigarh,India,Fuel,217372
5/23/2015,Udgir,India,Food,281998
11/28/2014,Sankarankoil,India,Food,35445
8/24/2014,Ratangarh,India,Entertainment,252679
12/18/2014,Maner,India,Bills,118713
4/10/2014,Padrauna,India,Grocery,114079
10/26/2014,Medininagar (Daltonganj),India,Entertainment,220103
4/18/2014,Sagwara,India,Bills,248113
11/28/2013,Nilambur,India,Food,234718
3/21/2014,Nehtaur,India,Entertainment,237769
1/27/2015,Thiruvallur,India,Grocery,1739
12/14/2013,Pilani,India,Food,64315
12/25/2014,Firozpur Cantt.,India,Food,181860
5/31/2014,Aligarh,India,Fuel,157218
3/31/2015,Alipurduar,India,Food,222901
11/13/2013,Wokha,India,Entertainment,26802
11/23/2013,Kalyan-Dombivali,India,Food,215888
10/26/2013,Yamunanagar,India,Bills,32342
1/31/2015,Shahbad,India,Grocery,227130
5/16/2014,Padra,India,Fuel,60043
4/19/2014,Aligarh,India,Food,250934
1/26/2014,Raurkela,India,Food,76775
10/19/2014,Mahe,India,Fuel,287125
11/18/2013,Madhepura,India,Fuel,132824
3/24/2015,Bargarh,India,Grocery,181248
5/10/2014,Korba,India,Fuel,198254
10/19/2014,Washim,India,Grocery,149239
3/16/2015,Habra,India,Food,235183
6/29/2014,Gooty,India,Bills,139041
10/16/2014,Suar,India,Bills,298349
12/27/2013,Rahuri,India,Grocery,13992
4/28/2015,Radhanpur,India,Fuel,111498
5/23/2015,Navsari,India,Entertainment,161912
3/19/2014,Pappinisseri,India,Bills,240217
5/20/2015,Durg,India,Bills,23514
3/14/2014,Vasai-Virar,India,Grocery,53369
6/14/2014,Indore,India,Bills,173735
6/20/2014,Narsinghgarh,India,Entertainment,9924
11/21/2014,Sikandra Rao,India,Fuel,151440
5/23/2014,Rabkavi Banhatti,India,Food,203564
4/18/2015,Nellikuppam,India,Food,116219
11/26/2013,Ladnu,India,Food,11236
6/21/2014,Yemmiganur,India,Bills,13453
12/29/2013,Sehore,India,Entertainment,134541
3/31/2015,Srivilliputhur,India,Bills,173966
3/22/2014,Laharpur,India,Food,136106
12/24/2013,Mangrol,India,Fuel,223998
2/15/2014,Tiruchirappalli,India,Fuel,49781
12/31/2014,Dhule,India,Entertainment,44648
12/14/2014,Deoghar,India,Fuel,263775
5/13/2014,Pernampattu,India,Bills,92039
3/28/2015,Mhow Cantonment,India,Grocery,212009
11/12/2013,Shahpura,India,Bills,150534
5/22/2015,Tezpur,India,Fuel,144278
12/25/2013,Kadi,India,Entertainment,193178
5/11/2014,Sholingur,India,Food,40038
1/22/2015,Sheikhpura,India,Food,172984
4/27/2015,Balurghat,India,Bills,90514
3/23/2014,Mansa,India,Food,82252
12/14/2014,Udgir,India,Entertainment,271638
12/23/2014,Thiruvallur,India,Entertainment,160052
12/18/2013,Modasa,India,Food,25879
7/19/2014,Lakheri,India,Grocery,255778
2/15/2015,Malout,India,Food,187686
8/18/2014,Saharsa,India,Bills,267205
11/28/2014,Sardhana,India,Fuel,270723
9/18/2014,Una,India,Entertainment,245914
10/20/2013,Jhansi,India,Fuel,289358
7/23/2014,Thoubal,India,Bills,29546
3/24/2014,Manwath,India,Entertainment,26542
11/14/2013,Kalyan-Dombivali,India,Food,94203
9/14/2014,Rath,India,Grocery,44687
4/18/2015,Virudhunagar,India,Fuel,31492
8/31/2014,Araria,India,Fuel,1543
10/13/2013,Yevla,India,Entertainment,163407
12/25/2014,Siruguppa,India,Fuel,187644
10/12/2014,Sultanganj,India,Food,91528
12/23/2014,Rishikesh,India,Food,27318
12/28/2013,Panchkula,India,Entertainment,131158
5/11/2015,Nangal,India,Bills,65631
10/23/2014,Darbhanga,India,Bills,18185
5/16/2015,Uravakonda,India,Grocery,258756
11/25/2014,Arvi,India,Food,24041
12/13/2014,Panvel,India,Food,21194
11/21/2013,Jagdalpur,India,Entertainment,284824
1/23/2015,Udaipurwati,India,Food,292818
4/27/2014,Gudur,India,Bills,63550
4/10/2014,Dhanbad,India,Grocery,215883
5/19/2015,Panaji,India,Bills,192543
2/18/2014,Tiruvuru,India,Entertainment,211133
5/14/2015,Cuttack,India,Food,20493
1/11/2014,Akola,India,Entertainment,13423
3/17/2015,Valparai,India,Food,161665
4/25/2015,Sathyamangalam,India,Food,287472
9/13/2014,Raghogarh-Vijaypur,India,Bills,299980
9/30/2014,Chatra,India,Bills,90081
3/23/2015,Barbil,India,Grocery,233669
10/27/2014,Naugachhia,India,Food,78880
1/29/2014,Siddipet,India,Food,160846
1/10/2014,Jalandhar,India,Food,205949
5/27/2014,Motihari,India,Entertainment,102507
8/10/2014,Vyara,India,Bills,68215
11/25/2014,Savner,India,Bills,163991
5/26/2014,Shegaon,India,Bills,156491
4/26/2014,Hisar,India,Grocery,177232
5/22/2015,Nadbai,India,Food,161388
5/19/2015,Zira,India,Entertainment,190358
10/18/2013,Ichalkaranji,India,Entertainment,249491
5/12/2015,Sailu,India,Entertainment,145096
4/10/2015,Kendrapara,India,Food,208082
4/18/2015,Petlad,India,Entertainment,178593
12/20/2013,Aruppukkottai,India,Fuel,65086
12/25/2014,Mandi Dabwali,India,Entertainment,122238
1/17/2015,Naidupet,India,Fuel,29941
6/21/2014,Phagwara,India,Fuel,248382
1/19/2015,Umred,India,Fuel,84571
12/26/2013,Vedaranyam,India,Food,55476
10/28/2014,Sullurpeta,India,Grocery,40824
3/19/2014,Paithan,India,Bills,158227
2/17/2015,Tumkur,India,Fuel,189216
1/29/2014,Bhavnagar,India,Food,157114
6/16/2014,Bodhan,India,Entertainment,234323
4/27/2014,Perinthalmanna,India,Bills,70565
1/15/2015,Sundargarh,India,Entertainment,219122
3/31/2014,Mokameh,India,Food,58316
7/31/2014,Sri Madhopur,India,Entertainment,218936
7/12/2014,Jagraon,India,Fuel,172843
4/24/2015,Savner,India,Bills,211381
3/20/2014,Seohara,India,Fuel,186028
11/21/2014,Karur,India,Bills,271819
9/12/2014,Panruti,India,Fuel,38449
11/30/2014,Siana,India,Entertainment,58939
6/14/2014,Lucknow,India,Entertainment,242158
11/18/2013,Raghogarh-Vijaypur,India,Food,221574
12/15/2014,Sadulpur,India,Bills,1424
1/28/2014,Srikalahasti,India,Fuel,274128
9/24/2014,Sadabad,India,Grocery,211116
8/10/2014,Maihar,India,Fuel,126564
2/19/2014,Barnala,India,Entertainment,216496
12/14/2014,Nepanagar,India,Entertainment,142232
1/17/2014,Ramnagar,India,Fuel,111375
3/12/2015,Kot Kapura,India,Bills,106876
12/30/2013,Adilabad,India,Bills,189159
6/11/2014,Habra,India,Food,10135
4/15/2014,Tarakeswar,India,Grocery,49997
4/15/2014,Virudhunagar,India,Food,237361
4/27/2015,Mandya,India,Bills,33136
4/27/2015,Uchgaon,India,Fuel,16325
8/20/2014,Manglaur,India,Bills,135983
3/25/2015,Paravoor,India,Food,102935
10/12/2013,Tarakeswar,India,Food,15456
5/29/2014,Tikamgarh,India,Food,87911
10/25/2014,Dibrugarh,India,Food,289955
3/25/2014,Pandua,India,Fuel,72631
10/17/2013,Mangrol,India,Grocery,130566
2/24/2015,Ambejogai,India,Grocery,4348
1/26/2015,Satna,India,Bills,38530
5/20/2015,Talcher,India,Bills,72919
10/24/2013,Shahjahanpur,India,Food,149653
6/20/2014,Baharampur,India,Food,287682
11/25/2014,Gobichettipalayam,India,Food,22201
5/21/2014,Thangadh,India,Bills,125759
12/21/2013,Arsikere,India,Bills,256812
11/11/2013,Manmad,India,Entertainment,117361
11/15/2013,Phagwara,India,Food,225604
6/23/2014,Sankeshwara,India,Bills,278937
4/27/2014,Pulgaon,India,Food,39847
12/24/2013,Margao,India,Fuel,166796
10/31/2014,Mandi,India,Food,142288
11/13/2014,Morshi,India,Food,216017
3/17/2014,Udhampur,India,Fuel,111754
1/13/2015,Tirukalukundram,India,Bills,35714
3/25/2014,Muktsar,India,Entertainment,224666
12/27/2013,Naila Janjgir,India,Bills,274952
6/29/2014,Shirdi,India,Grocery,260642
3/26/2014,Guwahati,India,Entertainment,271090
9/16/2014,Nawanshahr,India,Bills,181344
1/10/2015,Rawatbhata,India,Food,133209
10/13/2013,Nidadavole,India,Food,208072
6/19/2014,Lalitpur,India,Grocery,55081
9/18/2014,Gudur,India,Entertainment,142022
2/22/2015,Bhawanipatna,India,Fuel,67062
11/29/2014,Barnala,India,Food,59993
9/18/2014,Pali,India,Bills,71542
12/21/2014,Darbhanga,India,Bills,21225
11/26/2014,Puranpur,India,Entertainment,94873
7/28/2014,Rajgarh (Churu),India,Grocery,292441
1/12/2015,Hindupur,India,Grocery,292563
5/20/2014,Talikota,India,Entertainment,52377
5/23/2015,Vadakkuvalliyur,India,Food,36133
6/23/2014,Ichalkaranji,India,Fuel,200214
5/24/2015,Rajahmundry,India,Grocery,143352
7/29/2014,Yamunanagar,India,Grocery,158003
12/27/2014,Rajsamand,India,Entertainment,183953
7/29/2014,Sagar,India,Food,189214
5/24/2015,Hajipur,India,Entertainment,195848
11/12/2014,Muvattupuzha,India,Fuel,258784
1/17/2015,Wanaparthy,India,Entertainment,70793
2/20/2015,Adilabad,India,Grocery,49020
11/15/2014,Rajula,India,Fuel,17682
6/30/2014,Lonavla,India,Entertainment,151437
11/11/2013,Aligarh,India,Bills,116365
7/24/2014,Dehri-on-Sone,India,Food,213138
12/12/2013,Ramnagar,India,Bills,10355
12/18/2014,Sunabeda,India,Bills,291441
8/28/2014,Satara,India,Entertainment,141083
4/18/2014,Nawapur,India,Entertainment,181286
8/24/2014,Yamunanagar,India,Food,163396
9/21/2014,Hardoi,India,Fuel,53525
4/16/2015,Tuljapur,India,Bills,185789
2/24/2015,Siddipet,India,Entertainment,37115
10/12/2014,Sundargarh,India,Grocery,3867
12/27/2014,Palitana,India,Fuel,19886
12/26/2013,Supaul,India,Fuel,172821
1/27/2015,Sidlaghatta,India,Fuel,211454
11/15/2014,Gokak,India,Grocery,291567
5/30/2014,Tumkur,India,Entertainment,196893
1/22/2014,Udupi,India,Bills,22223
4/23/2014,Neemuch,India,Food,277659
1/11/2014,Bhabua,India,Bills,246587
7/23/2014,Adoni,India,Bills,225241
11/16/2014,Sinnar,India,Fuel,284960
7/13/2014,Oddanchatram,India,Bills,48326
12/19/2014,Jhargram,India,Fuel,118433
12/30/2014,Mundi,India,Bills,28754
2/21/2015,Nawapur,India,Bills,162852
9/21/2014,Sopore,India,Bills,81139
10/25/2014,Sainthia,India,Food,95457
3/29/2015,Bongaigaon City,India,Food,289003
5/13/2015,Sirsaganj,India,Bills,153680
4/10/2015,Viluppuram,India,Food,159268
3/18/2015,Kakinada,India,Entertainment,282157
3/20/2014,Pandhurna,India,Food,167519
2/11/2015,Koratla,India,Fuel,11288
12/30/2013,Firozpur,India,Fuel,67488
4/10/2014,Ahmedabad,India,Food,247954
10/23/2014,Lachhmangarh,India,Grocery,289732
10/24/2014,Morena,India,Fuel,284226
10/12/2013,Rohtak,India,Entertainment,28531
1/20/2014,Radhanpur,India,Food,67764
9/24/2014,Mungeli,India,Food,138979
4/29/2015,Thuraiyur,India,Food,65349
2/15/2015,Raiganj,India,Food,139587
4/27/2014,Nuzvid,India,Food,172286
2/26/2015,Sarni,India,Grocery,42105
10/21/2013,Neyyattinkara,India,Fuel,36878
4/20/2014,Maner,India,Entertainment,289134
1/26/2015,Adoor,India,Entertainment,8944
