index,City,Date,Card Type,Exp Type,Gender,Amount
8669,"Bengaluru, India",1-Jan-14,Platinum,Fuel,M,275232
8670,"Ahmedabad, India",20-Mar-14,Signature,Bills,F,168117
8671,"Bengaluru, India",30-Apr-14,Gold,Fuel,F,95242
8672,"Delhi, India",11-Mar-15,Gold,Grocery,M,141380
8673,"Bengaluru, India",23-Jul-14,Signature,Entertainment,F,120824
8674,"Delhi, India",19-Oct-14,Signature,Bills,F,105928
8675,"Delhi, India",11-Nov-14,Platinum,Grocery,M,59349
8676,"Bengaluru, India",24-Apr-14,Silver,Fuel,F,250978
8677,"Greater Mumbai, India",12-Oct-14,Platinum,Food,M,167754
8678,"Greater Mumbai, India",29-Nov-14,Signature,Grocery,M,151838
8679,"Ahmedabad, India",12-Jan-15,Platinum,Entertainment,M,256159
8680,"Greater Mumbai, India",21-Oct-14,Gold,Grocery,F,85119
8681,"Bengaluru, India",4-Apr-14,Silver,Food,F,51453
8682,"Delhi, India",12-Dec-13,Signature,Fuel,F,127364
8683,"Bengaluru, India",13-Mar-14,Gold,Fuel,F,66897
8684,"Greater Mumbai, India",5-Dec-14,Signature,Bills,F,253737
8685,"Bengaluru, India",6-Apr-14,Platinum,Food,F,158086
8686,"Delhi, India",24-Jun-14,Platinum,Grocery,M,209532
8687,"Bengaluru, India",28-May-14,Platinum,Food,M,209169
8688,"Ahmedabad, India",12-Oct-14,Signature,Grocery,F,7847
8689,"Delhi, India",26-May-14,Signature,Food,F,109228
8690,"Bengaluru, India",9-Nov-13,Signature,Entertainment,F,28587
8691,"Bengaluru, India",7-Feb-14,Platinum,Food,M,77763
8692,"Ahmedabad, India",11-Jun-14,Silver,Food,F,109150
8693,"Bengaluru, India",30-Oct-13,Silver,Fuel,M,20239
8694,"Delhi, India",1-Jan-15,Silver,Grocery,F,109822
8695,"Greater Mumbai, India",4-Jul-14,Signature,Grocery,F,155214
8696,"Delhi, India",2-Jan-15,Platinum,Fuel,F,38244
8697,"Bengaluru, India",25-Jul-14,Silver,Grocery,M,8916
8698,"Delhi, India",26-Jun-14,Signature,Entertainment,F,37194
8699,"Greater Mumbai, India",7-Jul-14,Platinum,Food,F,269326
8700,"Bengaluru, India",28-Feb-15,Signature,Bills,F,254568
8701,"Bengaluru, India",30-Aug-14,Platinum,Bills,M,145924
8702,"Bengaluru, India",13-Feb-15,Platinum,Food,M,49885
8703,"Delhi, India",12-Nov-14,Signature,Grocery,F,282957
8704,"Greater Mumbai, India",4-Dec-14,Signature,Bills,F,256559
8705,"Bengaluru, India",9-Nov-14,Platinum,Bills,M,92184
8706,"Delhi, India",20-Mar-15,Silver,Entertainment,M,176061
8707,"Bengaluru, India",5-Feb-15,Silver,Bills,M,233830
8708,"Delhi, India",28-Jun-14,Signature,Fuel,M,96444
8709,"Ahmedabad, India",21-Aug-14,Platinum,Entertainment,F,192556
8710,"Ahmedabad, India",27-Apr-15,Silver,Entertainment,M,205497
8711,"Bengaluru, India",24-Mar-14,Platinum,Food,F,63172
8712,"Greater Mumbai, India",19-May-15,Silver,Food,M,74199
8713,"Delhi, India",2-Jun-14,Platinum,Grocery,M,91512
8714,"Delhi, India",22-Jul-14,Gold,Fuel,M,249523
8715,"Delhi, India",13-Feb-15,Platinum,Grocery,F,204798
8716,"Delhi, India",21-May-14,Gold,Fuel,M,60813
8717,"Bengaluru, India",24-Aug-14,Signature,Fuel,M,181484
8718,"Ahmedabad, India",15-Apr-15,Signature,Entertainment,M,117530
8719,"Ahmedabad, India",16-May-14,Silver,Bills,F,14865
8720,"Ahmedabad, India",9-May-15,Signature,Fuel,F,233345
8721,"Ahmedabad, India",12-May-14,Signature,Bills,M,280494
8722,"Ahmedabad, India",9-Apr-14,Platinum,Entertainment,M,149075
8723,"Ahmedabad, India",24-Apr-14,Platinum,Entertainment,M,43426
8724,"Delhi, India",1-Mar-15,Signature,Grocery,F,210978
8725,"Delhi, India",10-Oct-14,Platinum,Fuel,M,16995
8726,"Bengaluru, India",28-Dec-14,Gold,Grocery,F,144338
8727,"Delhi, India",7-Jan-15,Silver,Fuel,F,222280
8728,"Greater Mumbai, India",5-Jun-14,Signature,Food,M,27474
8729,"Greater Mumbai, India",28-Feb-15,Gold,Entertainment,F,22592
8730,"Bengaluru, India",8-Oct-13,Gold,Bills,M,18782
8731,"Bengaluru, India",22-Dec-13,Platinum,Bills,M,246282
8732,"Ahmedabad, India",8-Jul-14,Platinum,Grocery,M,2260
8733,"Bengaluru, India",11-Mar-14,Platinum,Entertainment,M,255144
8734,"Delhi, India",19-Nov-13,Signature,Grocery,F,3643
8735,"Ahmedabad, India",17-Apr-14,Silver,Bills,M,264587
8736,"Ahmedabad, India",20-Apr-15,Signature,Bills,M,124164
8737,"Delhi, India",25-Mar-15,Signature,Grocery,M,209795
8738,"Bengaluru, India",26-Mar-14,Platinum,Entertainment,M,65466
8739,"Bengaluru, India",19-Sep-14,Signature,Fuel,F,201173
8740,"Greater Mumbai, India",7-Oct-13,Signature,Food,F,136426
8741,"Bengaluru, India",22-Jan-14,Platinum,Grocery,F,42365
8742,"Bengaluru, India",23-Feb-15,Platinum,Fuel,M,109485
8743,"Bengaluru, India",26-Apr-15,Signature,Entertainment,F,5097
8744,"Ahmedabad, India",5-Mar-15,Platinum,Fuel,M,140650
8745,"Greater Mumbai, India",3-Nov-14,Platinum,Entertainment,M,188077
8746,"Greater Mumbai, India",13-Sep-14,Platinum,Bills,M,14355
8747,"Delhi, India",21-Nov-14,Platinum,Grocery,M,108736
8748,"Delhi, India",4-Sep-14,Gold,Grocery,F,129517
8749,"Bengaluru, India",23-Dec-13,Silver,Food,M,23174
8750,"Ahmedabad, India",12-Dec-14,Silver,Fuel,F,78692
8751,"Bengaluru, India",24-Mar-14,Silver,Food,M,78348
8752,"Delhi, India",13-Nov-14,Signature,Entertainment,M,284356
8753,"Bengaluru, India",25-Nov-13,Platinum,Grocery,M,138546
8754,"Delhi, India",29-Jan-15,Signature,Bills,F,127543
8755,"Bengaluru, India",4-Dec-13,Silver,Fuel,M,247348
8756,"Delhi, India",7-Jan-15,Platinum,Entertainment,M,79575
8757,"Ahmedabad, India",30-Nov-13,Signature,Bills,F,216288
8758,"Bengaluru, India",3-Nov-13,Gold,Grocery,M,159903
8759,"Delhi, India",30-Jan-14,Signature,Grocery,F,273547
8760,"Ahmedabad, India",11-Dec-13,Signature,Food,M,130223
8761,"Ahmedabad, India",27-Oct-13,Gold,Entertainment,F,143390
8762,"Bengaluru, India",17-Jan-15,Silver,Grocery,F,222514
8763,"Ahmedabad, India",29-Jun-14,Silver,Entertainment,M,87728
8764,"Bengaluru, India",9-Mar-15,Silver,Food,F,108977
8765,"Bengaluru, India",30-Jul-14,Signature,Fuel,F,163274
8766,"Ahmedabad, India",1-Oct-14,Silver,Entertainment,M,249613
8767,"Bengaluru, India",26-Mar-15,Silver,Food,M,276107
8768,"Ahmedabad, India",17-Mar-14,Gold,Fuel,M,269042
8769,"Greater Mumbai, India",18-Dec-14,Signature,Food,F,73668
8770,"Delhi, India",27-Mar-15,Platinum,Entertainment,F,52353
8771,"Greater Mumbai, India",26-May-14,Gold,Bills,M,74044
8772,"Bengaluru, India",15-Sep-14,Signature,Food,F,95407
8773,"Ahmedabad, India",5-Aug-14,Gold,Bills,M,123092
8774,"Ahmedabad, India",1-Sep-14,Silver,Fuel,M,210254
8775,"Delhi, India",4-Jun-14,Gold,Fuel,F,164433
8776,"Greater Mumbai, India",19-Feb-14,Signature,Entertainment,F,87261
8777,"Delhi, India",29-Jan-14,Gold,Food,F,196920
8778,"Delhi, India",13-May-14,Platinum,Food,M,234632
8779,"Delhi, India",9-Mar-15,Silver,Food,M,185153
8780,"Greater Mumbai, India",25-Dec-14,Silver,Bills,F,144056
8781,"Delhi, India",31-Oct-13,Signature,Fuel,M,17966
8782,"Delhi, India",16-Dec-13,Signature,Grocery,M,113255
8783,"Delhi, India",10-May-15,Signature,Entertainment,F,14482
8784,"Greater Mumbai, India",19-Nov-13,Silver,Entertainment,M,78067
8785,"Ahmedabad, India",7-Mar-14,Silver,Entertainment,M,109419
8786,"Delhi, India",3-Nov-14,Signature,Grocery,F,9497
8787,"Bengaluru, India",6-Sep-14,Silver,Food,M,184522
8788,"Greater Mumbai, India",14-May-15,Gold,Grocery,M,145642
8789,"Ahmedabad, India",20-Apr-14,Platinum,Food,F,248967
8790,"Greater Mumbai, India",3-Oct-14,Platinum,Bills,M,214682
8791,"Ahmedabad, India",29-Apr-14,Platinum,Bills,M,113797
8792,"Greater Mumbai, India",12-May-14,Platinum,Grocery,M,227751
8793,"Greater Mumbai, India",3-Jul-14,Signature,Bills,F,174078
8794,"Delhi, India",18-Mar-15,Signature,Entertainment,F,36316
8795,"Delhi, India",24-Jun-14,Gold,Fuel,F,178214
8796,"Ahmedabad, India",10-Mar-15,Silver,Grocery,F,246973
8797,"Bengaluru, India",11-Apr-14,Platinum,Fuel,M,260976
8798,"Bengaluru, India",12-Aug-14,Signature,Fuel,F,84332
8799,"Delhi, India",22-Jan-15,Signature,Bills,M,231157
8800,"Greater Mumbai, India",13-May-14,Platinum,Food,M,191348
8801,"Greater Mumbai, India",30-Aug-14,Platinum,Bills,M,241617
8802,"Bengaluru, India",24-Jun-14,Signature,Bills,M,58872
8803,"Delhi, India",9-Aug-14,Silver,Food,F,175767
8804,"Bengaluru, India",13-Dec-14,Gold,Grocery,M,80518
8805,"Ahmedabad, India",26-Dec-14,Platinum,Bills,F,79686
8806,"Bengaluru, India",15-Apr-14,Silver,Grocery,M,152057
8807,"Greater Mumbai, India",4-Jan-15,Gold,Food,M,36577
8808,"Delhi, India",2-May-14,Silver,Food,M,137094
8809,"Ahmedabad, India",2-Jul-14,Platinum,Grocery,F,161563
8810,"Greater Mumbai, India",14-Oct-14,Platinum,Grocery,F,60263
8811,"Ahmedabad, India",8-Feb-14,Signature,Fuel,F,124692
8812,"Delhi, India",24-Apr-14,Gold,Fuel,M,40181
8813,"Ahmedabad, India",19-Apr-15,Silver,Grocery,M,69333
8814,"Ahmedabad, India",6-Aug-14,Silver,Grocery,M,254313
8815,"Greater Mumbai, India",13-Feb-15,Platinum,Grocery,M,255244
8816,"Delhi, India",28-Jan-15,Signature,Food,F,263043
8817,"Greater Mumbai, India",8-Nov-13,Gold,Bills,M,143213
8818,"Greater Mumbai, India",2-May-15,Gold,Food,M,85974
8819,"Bengaluru, India",29-Jan-15,Signature,Entertainment,M,156127
8820,"Greater Mumbai, India",27-Dec-13,Silver,Bills,M,222291
8821,"Bengaluru, India",18-Apr-15,Silver,Grocery,M,34158
8822,"Ahmedabad, India",16-Oct-14,Signature,Food,M,105034
8823,"Greater Mumbai, India",27-Aug-14,Silver,Fuel,M,83836
8824,"Bengaluru, India",17-Apr-14,Platinum,Food,F,15449
8825,"Delhi, India",7-Oct-13,Signature,Grocery,F,241679
8826,"Ahmedabad, India",29-Oct-13,Platinum,Fuel,M,268134
8827,"Bengaluru, India",23-May-15,Gold,Entertainment,M,256803
8828,"Delhi, India",12-Apr-15,Gold,Food,M,110851
8829,"Bengaluru, India",15-Mar-14,Silver,Fuel,M,292392
8830,"Ahmedabad, India",8-Jan-15,Gold,Bills,F,117062
8831,"Ahmedabad, India",8-Mar-15,Platinum,Fuel,F,197707
8832,"Bengaluru, India",6-Apr-14,Silver,Grocery,F,1422
8833,"Delhi, India",3-Feb-15,Platinum,Grocery,M,296274
8834,"Bengaluru, India",23-Oct-14,Platinum,Food,M,146912
8835,"Ahmedabad, India",18-Jul-14,Gold,Grocery,M,277089
8836,"Delhi, India",6-Mar-14,Gold,Fuel,M,228280
8837,"Ahmedabad, India",7-Apr-14,Silver,Fuel,M,189493
8838,"Greater Mumbai, India",18-Sep-14,Silver,Bills,F,83176
8839,"Ahmedabad, India",12-May-14,Silver,Entertainment,M,129288
8840,"Bengaluru, India",7-Nov-14,Signature,Food,F,272103
8841,"Greater Mumbai, India",6-Apr-15,Signature,Fuel,F,237093
8842,"Delhi, India",13-Jan-14,Silver,Grocery,F,261769
8843,"Delhi, India",5-Jan-14,Platinum,Grocery,M,51815
8844,"Greater Mumbai, India",6-Apr-15,Silver,Grocery,M,199160
8845,"Ahmedabad, India",10-May-14,Silver,Food,F,122437
8846,"Greater Mumbai, India",14-Jan-14,Gold,Bills,M,260231
8847,"Ahmedabad, India",4-Sep-14,Silver,Entertainment,M,25660
8848,"Delhi, India",13-Nov-14,Gold,Bills,M,176280
8849,"Bengaluru, India",29-Mar-15,Signature,Entertainment,M,79550
8850,"Ahmedabad, India",14-May-15,Platinum,Entertainment,F,183750
8851,"Bengaluru, India",24-Mar-14,Signature,Entertainment,F,246515
8852,"Delhi, India",20-Jan-15,Platinum,Food,M,137332
8853,"Bengaluru, India",31-Oct-13,Gold,Bills,M,86653
8854,"Delhi, India",11-Dec-13,Signature,Bills,F,144537
8855,"Delhi, India",8-Apr-14,Silver,Bills,F,82104
8856,"Greater Mumbai, India",18-Oct-14,Silver,Food,F,165010
8857,"Bengaluru, India",15-Dec-13,Platinum,Fuel,M,203018
8858,"Greater Mumbai, India",26-Jan-15,Gold,Fuel,M,66061
8859,"Delhi, India",20-Nov-13,Platinum,Food,M,10630
8860,"Ahmedabad, India",25-Mar-15,Platinum,Grocery,F,22404
8861,"Delhi, India",24-May-14,Signature,Fuel,F,57613
8862,"Delhi, India",19-Dec-14,Silver,Grocery,F,83038
8863,"Greater Mumbai, India",7-May-15,Signature,Grocery,F,3379
8864,"Delhi, India",23-Oct-13,Silver,Food,F,283859
8865,"Greater Mumbai, India",21-Feb-15,Silver,Bills,M,101161
8866,"Greater Mumbai, India",13-Mar-14,Signature,Food,M,104935
8867,"Bengaluru, India",20-Apr-14,Silver,Food,M,269775
8868,"Ahmedabad, India",11-Jun-14,Gold,Fuel,F,250760
8869,"Greater Mumbai, India",31-Aug-14,Silver,Food,F,228828
8870,"Bengaluru, India",18-Aug-14,Gold,Entertainment,M,254981
8871,"Greater Mumbai, India",9-Sep-14,Signature,Food,F,238815
8872,"Delhi, India",30-Jan-15,Silver,Grocery,F,221978
8873,"Greater Mumbai, India",23-May-15,Platinum,Grocery,M,144236
8874,"Delhi, India",31-Jul-14,Signature,Food,M,294413
8875,"Ahmedabad, India",24-Oct-13,Silver,Entertainment,M,260339
8876,"Greater Mumbai, India",31-Mar-15,Silver,Fuel,M,72920
8877,"Ahmedabad, India",25-Nov-13,Gold,Fuel,M,157730
8878,"Ahmedabad, India",9-Nov-14,Silver,Fuel,M,53099
8879,"Greater Mumbai, India",5-Feb-14,Silver,Food,M,149323
8880,"Greater Mumbai, India",2-Jul-14,Signature,Grocery,M,241331
8881,"Ahmedabad, India",7-Dec-13,Gold,Bills,F,177144
8882,"Greater Mumbai, India",26-Aug-14,Silver,Food,M,41198
8883,"Ahmedabad, India",23-Mar-14,Signature,Food,M,237699
8884,"Bengaluru, India",25-Jul-14,Signature,Grocery,F,102932
8885,"Ahmedabad, India",23-Feb-14,Platinum,Entertainment,F,15822
8886,"Bengaluru, India",2-Jan-14,Gold,Entertainment,M,175069
8887,"Ahmedabad, India",17-Nov-13,Silver,Bills,F,36071
8888,"Bengaluru, India",18-Mar-15,Silver,Bills,F,214338
8889,"Greater Mumbai, India",25-Oct-14,Platinum,Grocery,M,67745
8890,"Greater Mumbai, India",25-Aug-14,Signature,Bills,M,67378
8891,"Greater Mumbai, India",7-Jan-15,Silver,Bills,F,203568
8892,"Delhi, India",6-Apr-14,Gold,Food,M,232949
8893,"Delhi, India",22-Dec-14,Signature,Fuel,F,4118
8894,"Ahmedabad, India",10-Jan-15,Silver,Entertainment,M,81287
8895,"Delhi, India",25-Nov-13,Silver,Bills,M,284676
8896,"Bengaluru, India",24-Nov-14,Signature,Bills,M,217477
8897,"Ahmedabad, India",24-Oct-13,Platinum,Bills,M,41095
8898,"Ahmedabad, India",16-Nov-14,Signature,Food,M,63160
8899,"Ahmedabad, India",18-May-15,Platinum,Entertainment,F,204641
8900,"Greater Mumbai, India",18-Jan-15,Platinum,Entertainment,M,18126
8901,"Ahmedabad, India",17-Apr-15,Platinum,Bills,M,159121
8902,"Bengaluru, India",5-May-14,Gold,Grocery,M,277181
8903,"Greater Mumbai, India",11-Feb-14,Silver,Bills,M,163452
8904,"Greater Mumbai, India",18-Mar-15,Gold,Grocery,M,111251
8905,"Bengaluru, India",18-May-15,Gold,Grocery,M,223891
8906,"Ahmedabad, India",31-Oct-14,Silver,Grocery,M,134804
8907,"Greater Mumbai, India",25-Aug-14,Platinum,Entertainment,F,12634
8908,"Ahmedabad, India",6-Apr-15,Silver,Fuel,F,124570
8909,"Delhi, India",8-Jul-14,Gold,Fuel,F,215502
8910,"Delhi, India",1-Nov-13,Gold,Grocery,M,51019
8911,"Greater Mumbai, India",17-Feb-15,Gold,Fuel,M,219872
8912,"Bengaluru, India",17-Apr-15,Signature,Grocery,F,284660
8913,"Bengaluru, India",6-Jul-14,Gold,Food,M,30483
8914,"Delhi, India",18-Jun-14,Platinum,Grocery,F,9383
8915,"Delhi, India",9-Feb-15,Signature,Entertainment,M,126920
8916,"Bengaluru, India",30-Mar-15,Platinum,Grocery,M,220264
8917,"Greater Mumbai, India",28-Feb-15,Silver,Food,M,22149
8918,"Ahmedabad, India",31-Dec-13,Signature,Grocery,F,34054
8919,"Ahmedabad, India",18-Dec-13,Gold,Bills,M,150167
8920,"Delhi, India",17-Feb-14,Signature,Bills,M,277858
8921,"Bengaluru, India",31-May-14,Signature,Entertainment,M,51442
8922,"Delhi, India",3-Sep-14,Gold,Entertainment,M,85567
8923,"Ahmedabad, India",7-Jun-14,Signature,Fuel,F,222550
8924,"Bengaluru, India",25-Sep-14,Signature,Food,F,36912
8925,"Bengaluru, India",17-Oct-14,Gold,Entertainment,M,19428
8926,"Delhi, India",26-Mar-15,Signature,Entertainment,F,51565
8927,"Ahmedabad, India",24-May-15,Platinum,Grocery,F,116490
8928,"Delhi, India",8-Dec-13,Signature,Fuel,F,17327
8929,"Delhi, India",18-May-15,Signature,Food,F,16285
8930,"Ahmedabad, India",6-Nov-13,Signature,Food,M,120819
8931,"Greater Mumbai, India",30-Oct-13,Silver,Entertainment,F,125470
8932,"Delhi, India",26-Feb-14,Silver,Bills,M,230217
8933,"Greater Mumbai, India",6-May-15,Signature,Grocery,F,125809
8934,"Greater Mumbai, India",15-Apr-15,Gold,Bills,M,182632
8935,"Greater Mumbai, India",4-Jun-14,Gold,Grocery,M,1703
8936,"Ahmedabad, India",26-Jan-15,Silver,Fuel,M,216487
8937,"Bengaluru, India",2-Jun-14,Signature,Fuel,M,126861
8938,"Delhi, India",23-Oct-13,Signature,Food,M,133834
8939,"Greater Mumbai, India",11-Oct-14,Signature,Grocery,F,122044
8940,"Ahmedabad, India",20-Feb-15,Silver,Food,M,151860
8941,"Bengaluru, India",26-Jun-14,Gold,Entertainment,F,140601
8942,"Ahmedabad, India",13-Mar-15,Signature,Bills,F,31029
8943,"Bengaluru, India",28-Apr-14,Signature,Entertainment,M,102616
8944,"Bengaluru, India",5-Jun-14,Platinum,Fuel,M,92354
8945,"Bengaluru, India",23-Apr-15,Platinum,Fuel,F,33099
8946,"Ahmedabad, India",18-Apr-14,Platinum,Food,M,260797
8947,"Ahmedabad, India",31-Mar-14,Silver,Fuel,F,181661
8948,"Greater Mumbai, India",9-Jan-15,Gold,Entertainment,M,11404
8949,"Delhi, India",28-Sep-14,Signature,Entertainment,F,11918
8950,"Ahmedabad, India",1-Nov-14,Platinum,Food,M,293576
8951,"Greater Mumbai, India",21-Dec-14,Gold,Entertainment,M,128718
8952,"Delhi, India",12-Dec-14,Signature,Food,F,23661
8953,"Delhi, India",17-Oct-13,Silver,Grocery,M,294101
8954,"Greater Mumbai, India",28-Mar-15,Signature,Fuel,F,271129
8955,"Delhi, India",26-Feb-15,Gold,Entertainment,M,261181
8956,"Greater Mumbai, India",31-Dec-13,Gold,Grocery,F,185387
8957,"Bengaluru, India",8-Feb-14,Silver,Bills,F,193347
8958,"Delhi, India",21-Oct-14,Silver,Food,F,270949
8959,"Bengaluru, India",26-Feb-15,Signature,Food,F,281010
8960,"Greater Mumbai, India",27-Jul-14,Gold,Bills,M,238366
8961,"Ahmedabad, India",15-Nov-14,Silver,Food,F,34931
8962,"Greater Mumbai, India",21-Jul-14,Silver,Fuel,M,239531
8963,"Delhi, India",21-Jan-14,Gold,Bills,M,93864
8964,"Delhi, India",2-Dec-14,Gold,Fuel,F,7895
8965,"Ahmedabad, India",9-Jan-15,Signature,Entertainment,M,1338
8966,"Greater Mumbai, India",2-May-14,Signature,Food,F,243284
8967,"Delhi, India",4-Apr-14,Silver,Food,M,39352
8968,"Delhi, India",19-Dec-13,Silver,Entertainment,F,166806
8969,"Bengaluru, India",18-Dec-14,Signature,Entertainment,M,11028
8970,"Ahmedabad, India",27-Apr-14,Silver,Grocery,M,224126
8971,"Delhi, India",30-Dec-14,Silver,Bills,F,267837
8972,"Delhi, India",18-Apr-15,Gold,Food,M,36781
8973,"Delhi, India",21-Apr-15,Gold,Food,M,276779
8974,"Bengaluru, India",25-Feb-15,Gold,Grocery,M,253859
8975,"Delhi, India",7-Nov-14,Platinum,Entertainment,M,68867
8976,"Ahmedabad, India",2-Dec-13,Gold,Fuel,M,131962
8977,"Bengaluru, India",7-Dec-13,Silver,Fuel,M,240395
8978,"Ahmedabad, India",11-Mar-15,Signature,Entertainment,F,249427
8979,"Delhi, India",30-Jul-14,Signature,Bills,F,57740
8980,"Ahmedabad, India",18-Oct-13,Signature,Bills,M,229087
8981,"Delhi, India",22-Jul-14,Gold,Fuel,M,101419
8982,"Greater Mumbai, India",27-Jun-14,Gold,Entertainment,F,46210
8983,"Delhi, India",5-Jan-15,Platinum,Fuel,M,199511
8984,"Bengaluru, India",19-Oct-14,Gold,Bills,F,63719
8985,"Greater Mumbai, India",5-Mar-15,Silver,Food,F,184244
8986,"Ahmedabad, India",6-Dec-13,Signature,Food,F,61196
8987,"Greater Mumbai, India",16-Jan-14,Platinum,Food,F,91315
8988,"Delhi, India",13-Sep-14,Silver,Food,F,279013
8989,"Greater Mumbai, India",8-Nov-14,Gold,Bills,F,160664
8990,"Bengaluru, India",1-Feb-15,Gold,Fuel,M,19396
8991,"Delhi, India",17-Jun-14,Signature,Food,F,226849
8992,"Ahmedabad, India",7-Aug-14,Silver,Bills,M,290136
8993,"Bengaluru, India",2-Mar-15,Signature,Grocery,M,133353
8994,"Greater Mumbai, India",19-Dec-13,Platinum,Grocery,M,5863
8995,"Delhi, India",15-Dec-14,Gold,Bills,M,62431
8996,"Greater Mumbai, India",16-Oct-14,Signature,Fuel,F,100947
8997,"Greater Mumbai, India",29-Oct-13,Gold,Grocery,F,23606
8998,"Bengaluru, India",27-Jul-14,Silver,Grocery,M,66828
8999,"Delhi, India",9-Mar-15,Gold,Bills,F,264928
9000,"Bengaluru, India",3-Feb-14,Platinum,Fuel,F,182316
9001,"Delhi, India",4-May-14,Gold,Entertainment,F,61087
9002,"Delhi, India",17-Feb-14,Signature,Grocery,F,170538
9003,"Ahmedabad, India",24-Jul-14,Signature,Food,M,292359
9004,"Greater Mumbai, India",22-Feb-15,Silver,Grocery,M,93323
9005,"Delhi, India",9-Feb-15,Gold,Bills,F,55516
9006,"Bengaluru, India",19-Sep-14,Silver,Bills,F,25295
9007,"Ahmedabad, India",6-May-15,Signature,Food,F,173048
9008,"Ahmedabad, India",6-Oct-14,Signature,Fuel,M,282370
9009,"Greater Mumbai, India",7-Nov-13,Silver,Entertainment,M,271163
9010,"Greater Mumbai, India",4-Sep-14,Gold,Entertainment,M,154480
9011,"Delhi, India",10-Apr-14,Signature,Grocery,F,285163
9012,"Bengaluru, India",21-Jan-15,Signature,Fuel,M,68564
9013,"Delhi, India",6-Apr-15,Gold,Entertainment,M,121755
9014,"Delhi, India",3-Dec-13,Platinum,Food,M,191132
9015,"Delhi, India",5-Nov-13,Silver,Entertainment,F,31539
9016,"Delhi, India",25-Mar-14,Gold,Fuel,F,143666
9017,"Bengaluru, India",6-Oct-14,Platinum,Fuel,M,28591
9018,"Bengaluru, India",4-Feb-15,Platinum,Entertainment,M,27590
9019,"Greater Mumbai, India",14-Apr-15,Gold,Bills,M,26495
9020,"Greater Mumbai, India",11-Nov-14,Platinum,Food,M,220326
9021,"Ahmedabad, India",31-Dec-14,Gold,Fuel,M,146470
9022,"Delhi, India",21-Dec-13,Platinum,Entertainment,M,84245
9023,"Greater Mumbai, India",1-Dec-14,Platinum,Food,F,273755
9024,"Bengaluru, India",11-Feb-15,Silver,Grocery,M,279121
9025,"Ahmedabad, India",29-May-14,Silver,Fuel,F,71428
9026,"Greater Mumbai, India",31-Mar-15,Silver,Grocery,F,125259
9027,"Delhi, India",23-Feb-14,Platinum,Entertainment,M,279909
9028,"Ahmedabad, India",1-Mar-14,Silver,Grocery,M,101433
9029,"Bengaluru, India",28-Apr-15,Signature,Entertainment,F,157948
9030,"Ahmedabad, India",13-Jul-14,Silver,Food,M,188621
9031,"Bengaluru, India",28-Nov-13,Gold,Bills,F,72847
9032,"Greater Mumbai, India",22-Oct-14,Platinum,Food,M,1954
9033,"Delhi, India",27-Dec-14,Platinum,Food,F,162259
9034,"Greater Mumbai, India",3-May-14,Platinum,Food,F,265166
9035,"Greater Mumbai, India",19-May-14,Gold,Entertainment,F,248935
9036,"Ahmedabad, India",29-Dec-13,Gold,Grocery,M,74966
9037,"Greater Mumbai, India",26-Jun-14,Gold,Grocery,F,56781
9038,"Delhi, India",20-Oct-13,Platinum,Grocery,F,16038
9039,"Bengaluru, India",23-Jun-14,Gold,Fuel,F,76954
9040,"Bengaluru, India",12-Apr-15,Silver,Fuel,M,113460
9041,"Delhi, India",7-Feb-15,Signature,Food,F,85394
9042,"Greater Mumbai, India",15-Jan-15,Platinum,Grocery,M,298203
9043,"Ahmedabad, India",31-May-14,Silver,Bills,M,148805
9044,"Greater Mumbai, India",6-Sep-14,Silver,Grocery,M,276284
9045,"Delhi, India",7-May-14,Platinum,Bills,F,193679
9046,"Greater Mumbai, India",23-Mar-15,Silver,Grocery,M,219424
9047,"Ahmedabad, India",19-Jan-15,Platinum,Bills,F,248014
9048,"Ahmedabad, India",7-Nov-14,Silver,Bills,M,146100
9049,"Greater Mumbai, India",18-Nov-13,Silver,Grocery,F,211070
9050,"Bengaluru, India",12-Dec-13,Gold,Grocery,F,270655
9051,"Ahmedabad, India",1-Apr-15,Silver,Food,F,142350
9052,"Delhi, India",12-Aug-14,Silver,Entertainment,M,107699
9053,"Bengaluru, India",23-Feb-15,Silver,Grocery,F,116528
9054,"Greater Mumbai, India",8-Feb-15,Platinum,Food,F,17491
9055,"Ahmedabad, India",25-Feb-15,Gold,Food,F,178665
9056,"Ahmedabad, India",15-Mar-15,Platinum,Food,M,253037
9057,"Greater Mumbai, India",26-Sep-14,Platinum,Fuel,F,273067
9058,"Greater Mumbai, India",23-Oct-14,Platinum,Entertainment,F,19837
9059,"Bengaluru, India",26-Dec-14,Signature,Grocery,M,78255
9060,"Greater Mumbai, India",30-Jan-14,Silver,Entertainment,F,292809
9061,"Ahmedabad, India",5-Dec-14,Signature,Bills,M,215245
9062,"Bengaluru, India",16-May-14,Silver,Entertainment,M,210592
9063,"Ahmedabad, India",14-Sep-14,Platinum,Bills,M,52255
9064,"Ahmedabad, India",10-Jun-14,Platinum,Bills,M,299471
9065,"Bengaluru, India",20-Mar-14,Signature,Grocery,F,42772
9066,"Bengaluru, India",20-May-15,Signature,Food,M,177816
9067,"Greater Mumbai, India",14-Mar-15,Platinum,Bills,M,170142
9068,"Ahmedabad, India",15-Feb-14,Signature,Entertainment,F,243878
9069,"Bengaluru, India",6-Apr-14,Platinum,Food,F,54510
